peak,logFC,logCPM,F,PValue,FDR,celltype,state,mark,ncells_note
chr5-20258713-20263303,-4.98572540431545,2.21402064360213,14.1462734095535,0.000170317887736568,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr12-107917557-107919531,-4.97464181960193,2.20655777882829,14.0829829565212,0.000176135524248178,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr11-44717396-44718773,-4.95247676050558,2.19174336439078,13.9385266451622,0.000190175186493239,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr10-26588028-26589132,-4.94811131569674,2.18944247326379,13.9073764095641,0.000193347517970568,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr19-1237936-1238230,-4.93209497537556,2.17882707353293,13.8064326212759,0.000203998676686713,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr11-97200915-97203105,-4.94844791579433,2.19432232183481,13.7962967764382,0.000205100315350259,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr12-8526941-8528074,-4.94383120463843,2.19152634979972,13.7683333053205,0.000208170769109471,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr5-71827045-71828382,-4.94101989578017,2.18938529778046,13.761606154262,0.000208916312033062,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chrX-1823728-1825766,-4.92566579679461,2.17457441401781,13.7606563806722,0.000209021785358572,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr12-45681219-45682565,-4.93881314685633,2.18762013963108,13.7487114459928,0.000210352911592643,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr10-16394462-16397794,-4.92877100231128,2.18118318884656,13.6985216068657,0.000216039992977272,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr5-45224485-45228172,-3.57254764544612,2.59244373702717,13.6950257930418,0.000216441568538998,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr6-132209332-132211169,-3.56171118376796,2.58472765554306,13.6750216075909,0.000218755560189685,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr5-104951200-104952541,-4.92389144966228,2.17768958385874,13.6669069960236,0.000219701582695506,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr5-157650878-157652788,-4.92292679657632,2.17753850579873,13.6532294497858,0.000221305032666435,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr10-106335719-106337202,-4.91957195061313,2.17510595970189,13.6413338272522,0.000222709170101975,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr16-28548208-28549827,-4.91941123097102,2.17530037354637,13.6345763549404,0.000223510805622316,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr3-81551234-81552420,-4.91103255768955,2.1693722480016,13.5892696163818,0.000228961161030643,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr6-154228663-154229802,-4.90671569095551,2.16678703862156,13.5577231427483,0.000232835097975451,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr8-9132507-9136091,-3.54104152481876,2.57102666272396,13.5181120268908,0.000237792807832915,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr10-71124739-71128043,-4.8929239412154,2.15782424898714,13.4762530487683,0.000243148149788457,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr13-50752078-50753813,-4.89276923536636,2.15781510541268,13.4730193061636,0.000243566869739831,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr16-4597062-4597456,-4.8831482457543,2.15094591218259,13.4153688350456,0.00025115491394391,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr17-901179-902540,-4.88240350311657,2.15076552258308,13.4144862679452,0.000251272912118159,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr3-19803167-19804723,-4.87272205131573,2.14441155694143,13.3515311688499,0.000259835751441473,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr4-118896993-118899914,-3.07218494181314,2.8499373026181,13.3041448207939,0.000266473989305276,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr7-17613179-17613969,-4.87535942024855,2.1517418453353,13.2720355027857,0.00027107001551671,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr7-32414082-32417185,-4.86980923388366,2.1478963296336,13.2413555866998,0.00027553552980249,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr11-43419451-43419888,-4.86768109597325,2.1466657513151,13.2276758774858,0.000277550473370126,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr7-33435101-33436305,-4.8653552732791,2.14525894578293,13.2102163355942,0.000280143762547473,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr1-210770220-210772200,-4.86030316203809,2.14145054916156,13.1892251763143,0.000283293973852984,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr4-54818836-54820050,-4.84518251157266,2.13168949505394,13.095383567569,0.000297819729022391,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr14-78461135-78463151,-4.84217773604418,2.12978490547908,13.0761078669003,0.000300895179701357,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr16-24255351-24256876,-4.8342293487334,2.12426786523674,13.0331847088497,0.000307859165057221,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr7-125233019-125234385,-4.82980312511409,2.12163390864779,13.0082489788306,0.000311979226905208,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr2-127191102-127193861,-3.4839684923251,2.53442741515699,12.9593881033317,0.000320213998585515,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr16-22266248-22268628,-3.48182667650782,2.53288149544164,12.9557226985576,0.000320840541866555,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr8-53024020-53025840,-4.81967513680084,2.11534830249655,12.9423791377205,0.000323132209663472,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr10-111121462-111122718,-4.8207310049885,2.11603739844539,12.9375636120409,0.000323963171721174,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr1-11956501-11958632,-4.83557670830931,2.13176431413216,12.9325967067704,0.000324822517573158,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr7-143934882-143936436,-4.81491244966956,2.11238983182645,12.920660414815,0.000326897064284998,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr5-117533166-117534693,-4.82592648502172,2.12555555884159,12.8818287620315,0.00033373900347522,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr13-46963889-46965675,-4.80267378610688,2.10400000725099,12.8514752455304,0.000339187569660951,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr9-35809532-35810491,-4.81008105214034,2.11531155264708,12.7932503352627,0.000349891612528926,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr5-15642262-15642763,-4.79124919262051,2.09673316910913,12.7839590893371,0.000351630959325573,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr5-73779525-73781284,-4.80561809843221,2.11171459802824,12.7665224933084,0.000354918733437588,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr5-107154654-107155881,-4.80199287938454,2.1097276667772,12.7499354093789,0.000358075100233482,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr10-12680743-12681567,-4.80182858160277,2.10986778789267,12.7474912072415,0.000358542596942833,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr5-4414671-4416999,-4.8008645359303,2.10946175436764,12.7381048560126,0.000360343631620805,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr20-11900326-11902784,-4.79743409474078,2.10674822802859,12.7270012363551,0.000362485959806607,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr2-198972795-198974424,-4.79629764256201,2.10647767465191,12.7118263732322,0.000365434589236878,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr6-2800633-2801260,-4.79594562283286,2.10644629677518,12.7097848636146,0.000365833117491301,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr13-110120101-110120864,-3.46291941899672,2.55661092050708,12.707285610127,0.000366321237599454,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr1-212429956-212430494,-4.79285817247303,2.10405921981118,12.7018690365528,0.000367382536098745,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr1-159071171-159072398,-4.79380097189983,2.1047559324946,12.6991280266977,0.000367920595019979,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr2-170125150-170126561,-4.79210262583868,2.10367951935175,12.694211948256,0.000368887609999204,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr14-72540287-72541044,-4.78957649663404,2.10209777494824,12.6776708985961,0.000372160179269737,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr3-110187697-110188889,-4.7853963896594,2.09930546144529,12.659117084359,0.000375865832626438,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr5-3904349-3906028,-4.7846388393602,2.09892447542586,12.6503297275425,0.000377633853048044,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr3-14704593-14706373,-4.78360748510414,2.09750553596973,12.6488885185268,0.000377924624602193,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr10-74658215-74660929,-4.7832048559312,2.09760191629885,12.6484296997438,0.000378017241030414,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr6-4070641-4072788,-4.77672665113154,2.09311806074283,12.6113550073211,0.000385577282746897,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr8-108972247-108973061,-4.77648349933015,2.09351698604442,12.6100372644134,0.000385848778280587,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr17-42807857-42809573,-4.77445361579235,2.09256125715359,12.5915879363079,0.000389670225646,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr15-42902007-42906078,-2.99086805721978,2.79218171721322,12.5864843662013,0.00039073334246517,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr9-137978099-137980637,-4.77222413265593,2.09015996069359,12.5860361867281,0.000390827628174913,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr11-18800056-18802188,-4.77200123163021,2.09012517909464,12.5847971995,0.000391086399520361,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr9-94552862-94554829,-4.7721668810533,2.09043062345466,12.5847355551847,0.000391099278941682,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr5-131256276-131258054,-4.76760387152979,2.08774055839742,12.5547276523127,0.000397419929094313,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr3-197256129-197259351,-4.78984226097912,2.10941994811806,12.5544228796032,0.000397484658238641,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr7-3585433-3587862,-4.76407575636378,2.08505014520194,12.5437886345368,0.000399749594645133,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr5-2576709-2578277,-4.7655664792076,2.08677948083433,12.5406197024886,0.000400427048737511,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr6-93196203-93196678,-4.77870027242295,2.1016307638672,12.5068666426011,0.000407715058963482,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr22-38942355-38943620,-4.7517047328225,2.07703575734384,12.476930742588,0.000414290788207631,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr2-128818811-128822733,-2.98046753108636,2.74867348410506,12.4493012436278,0.000420454114135041,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr11-79510280-79511252,-4.74465894347882,2.07262859670699,12.437601302655,0.000423092882601274,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr5-87049750-87051361,-4.74313510337385,2.07200050306644,12.4248342127969,0.0004259905981475,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr12-20098213-20099679,-4.74207383494817,2.07130799272755,12.4214526509794,0.000426761452181518,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr11-64427771-64430902,-3.41695980818119,2.4907633706602,12.4145005088415,0.00042835028800979,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr6-80223664-80225128,-4.7349579880375,2.06596512264179,12.3846805555185,0.000435235388212104,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr10-64628022-64630826,-4.74712448951254,2.08131604730595,12.3473904634842,0.000444002168243455,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr13-36923872-36924585,-3.41599003699681,2.49148575758873,12.3359709072136,0.000446721952052915,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr14-59610756-59612875,-4.74413340868054,2.07966091277036,12.323115991155,0.000449804573365483,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr2-68452989-68457591,-2.96136274783551,2.73595365006588,12.3098487026914,0.00045300741074918,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr12-117925180-117928502,-4.73637289527574,2.07439241624246,12.2901790043154,0.000457800188002236,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr6-107779135-107780708,-4.73514060696219,2.07338796725616,12.2876193440061,0.000458427532981791,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr1-64012943-64014315,2.56233973398316,2.04878216835104,12.2795617017573,0.000460405386655941,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr4-145100242-145101793,-4.73434392503561,2.07299341216679,12.2735985815716,0.000461879298718386,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr1-245901617-245905859,-2.94585162052809,2.72566303264327,12.2731113751822,0.000461998935615555,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr4-185781749-185784503,-4.73177187266472,2.07139231928635,12.2690909765956,0.000462994586508025,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr5-117829154-117830257,-4.73159191166842,2.07068025576164,12.2681449697504,0.000463228996042662,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr7-48357918-48359764,-4.73577078866747,2.07487033067453,12.262535954188,0.000464621309853609,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr9-109487974-109490221,-3.39533922689052,2.47632464596756,12.2570477361202,0.000465987314425704,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr21-14597183-14598227,-4.72987828001396,2.07029147548329,12.2560983019454,0.000466224516732276,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr6-34532431-34533198,-4.72634251680508,2.06758833313123,12.2435912736132,0.000469355200521059,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr3-109316012-109316730,-4.72579672401536,2.06723642169295,12.2398826562572,0.000470287592166986,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr14-50238002-50241954,-2.70264671014222,2.92354160049012,12.2372492314672,0.000470949555425804,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr5-78874781-78877518,-3.39039067615152,2.47305017734744,12.2191911436138,0.000475523701820024,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr10-93614118-93615947,-4.7252832246626,2.06798663897169,12.2113469768839,0.000477524635335537,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr6-103983009-103986036,-4.71988095174809,2.0634997721816,12.210941588224,0.000477628250843711,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr19-750449-753094,-3.39778871874369,2.4793720257751,12.2092893217031,0.00047805039728652,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr2-161330556-161331797,-4.71652270168928,2.06150558098565,12.1909223783059,0.000482773528773257,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr1-88278435-88279465,-4.7166707702874,2.06112000674514,12.1898112381801,0.000483060744423742,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr5-178990453-178992541,-4.71517753606489,2.06075644085627,12.1836533055206,0.000484655620278493,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr2-67218667-67220837,-4.71504189616697,2.0600675160829,12.1817871690267,0.000485139989902486,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr1-201513837-201514584,-4.71288887813153,2.05906374306597,12.1747119076108,0.000486980868447402,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr7-119209922-119212716,-4.71277629622796,2.05877725945861,12.173283764743,0.000487353304808797,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr22-18977919-18979118,-4.71440484771542,2.05982988018273,12.1727061515139,0.000487504019393519,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr7-153469999-153472533,-4.71181807343505,2.05876069232291,12.1629265408615,0.000490062917722582,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr2-66940995-66945247,-4.71127428202426,2.05840922317811,12.1615451900619,0.000490425448256635,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr11-18254097-18255358,-4.71089043444273,2.05767771653281,12.1596048734413,0.000490935134883536,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr3-154615606-154617030,-4.70953402314395,2.05706957289741,12.1549086090588,0.000492170974088167,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr7-82632980-82634227,-4.70818862537838,2.05631972165932,12.1464950095241,0.000494392903168647,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr22-41994561-41995488,-4.70742275862107,2.05500672864499,12.1432420999809,0.000495254668909295,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr10-93612427-93613576,-4.70591227802072,2.05463222978421,12.1378658420093,0.000496682280623842,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr9-25427018-25428396,-4.70392169055655,2.05324935139571,12.1233491233325,0.000500557840562826,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr10-8011053-8012592,-4.70381773769444,2.05296744492995,12.1228566895729,0.000500689840725218,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr8-35996400-35997388,-4.7029984393255,2.05231656805958,12.1205199462981,0.000501316699311683,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr1-3462005-3463096,-4.70101504227413,2.05093740489547,12.1110996032534,0.000503851862678056,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr1-174142978-174144689,-4.70047562264767,2.05058782216697,12.1084594019062,0.000504564701958845,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr4-120715773-120717041,-4.69939715105757,2.04988878339257,12.1013597960591,0.000506486609438935,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr3-181773220-181775687,-2.93435660312039,2.71785141827872,12.0957832621128,0.000508000576565919,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr10-4351689-4353386,-4.6972328528989,2.04887601816121,12.0938389039083,0.000508530623711457,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr1-37632503-37633382,-4.69713528902592,2.04859756011335,12.090625042323,0.000509406619482988,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr7-131543235-131545130,-3.38805430089846,2.4743092531855,12.0739670433912,0.000513971106946065,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr2-85317174-85317521,-4.69281119798801,2.04618410305946,12.0631947565623,0.000516945501862791,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr7-106750155-106752546,-3.37531974811717,2.46445001027622,12.0491948861034,0.000520836088056723,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr1-218521170-218521810,-4.68832706265409,2.0430837487216,12.0459933097432,0.000521730479977344,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr4-101548534-101553091,-3.381041148061,2.46962682231031,12.022385393597,0.000528370034647876,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr7-75812995-75817518,-2.9382452958605,2.75776001766528,12.0103852510967,0.000531777412751063,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr1-24928798-24929801,-4.68084425524429,2.03869662492228,12.0045254717372,0.000533450394366883,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr3-14591710-14595051,-2.6790253786987,2.90687406279788,12.0034185415834,0.000533765518127052,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr14-57723702-57726801,-4.67746720114686,2.03606485054158,11.9911109130662,0.00053729833136592,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr16-48936021-48939824,-2.91906029390244,2.70758080135184,11.9833036228806,0.000539549884002218,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr19-38130023-38131531,-4.69934923179182,2.05849111943946,11.9822817282132,0.000539846257730202,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr2-151269526-151270461,-4.67558952037798,2.03496490816415,11.9812785744503,0.000540136505614787,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr10-130736334-130744241,-2.92724984075041,2.7504124354828,11.9728825917973,0.000542571176429078,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr4-184678483-184680546,-4.67330028549675,2.03303919324193,11.9686781006152,0.000543795865154534,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr12-68589477-68590575,-4.69859478685659,2.05852176024085,11.9670191234648,0.000544279530172227,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr12-32062210-32062962,-4.6705829666148,2.03166347244852,11.9565661399634,0.000547336949135665,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr17-319103-324494,-2.91529875146781,2.7050431466297,11.9540754881337,0.000548067155633038,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr11-17509412-17510257,-4.68968078707489,2.05195719417008,11.938854623286,0.000552557110717683,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr2-144550850-144551977,-4.69068860887288,2.05333995725639,11.9335870217405,0.000554119320744788,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr5-20564324-20567817,-4.68651248930566,2.04983418846017,11.9234099544447,0.000557150169560601,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr17-39183542-39187449,-3.36454869865467,2.4584180721807,11.91281706786,0.000560322191687041,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr14-67471658-67473733,-2.9185727900993,2.74455516240832,11.9063996026654,0.000562252578660527,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr3-40240342-40242400,-4.67812769694959,2.04433097680272,11.8849495365669,0.000568756100410075,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr18-24555358-24559255,-3.35828308276718,2.45453156781647,11.8667552133654,0.000574330794003874,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr3-163059848-163060605,-4.67246671808917,2.04153623925527,11.8497544045853,0.000579590541866886,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr11-41509989-41510773,-4.66957007187149,2.03906427572375,11.8354068289151,0.000584066875918799,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr3-160337292-160338767,-4.66957007187149,2.03906427572375,11.8354068289151,0.000584066875918799,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr5-14292606-14293713,-2.66965666141692,2.93561986796434,11.8181227310722,0.00058950430712589,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr8-66763839-66764714,3.09374591698345,1.74960893205342,11.8098338223435,0.000592129132643897,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr17-45440874-45444401,-3.35028327967735,2.4490274627267,11.8084054007862,0.000592585571990763,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr2-176445002-176448183,-3.35249850096132,2.45107175184857,11.8068103309543,0.000593092736999067,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr18-23445516-23446376,-4.66036577061033,2.03330356368713,11.7990109431847,0.000595579385877976,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr16-65496826-65498563,-2.91429597548976,2.77646216241347,11.7901097885585,0.00059842870257394,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr18-77335353-77336537,-4.65896829902764,2.03253570059233,11.7895693113631,0.000598603164069135,0.797066515620688,Astro,Homeostatic,H3K27ac,9
chr2-39829873-39831365,-4.65779843611563,2.03155418217648,11.7872328793475,0.000599353819865865,0.797066515620688,Astro,Homeostatic,H3K27ac,9
